Dept_Code,Department,Div_Code,Division,Cost_Center,CostCenterKey
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Town of Cary - Major Sports Venues Enhancements,86_8610_Town of Cary - Major Sports Venues Enhancements
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Town of Knightdale Forestville Road Athletic Park,86_8610_Town of Knightdale Forestville Road Athletic Park
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Town of Morrisville Cricket Field Lights,86_8610_Town of Morrisville Cricket Field Lights
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Triangle Aquatic Center Expansion,86_8610_Triangle Aquatic Center Expansion
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Wake Forest Renaissance Centre,86_8610_Wake Forest Renaissance Centre
86,Major Facilities Capital Fund,8620,20th ILA Competitive Projects,Competitive Projects,86_8620_Competitive Projects
86,Major Facilities Capital Fund,8620,20th ILA Competitive Projects,RESERVED FOR FUTURE PROJECTS,86_8620_Reserved for Future Projects
86,Major Facilities Capital Fund,8620,20th ILA Competitive Projects,Town of Cary Soccer Park Project,86_8620_Town of Cary Soccer Park Project
86,Major Facilities Capital Fund,8620,20th ILA Competitive Projects,Town of Cary Sports Facility Master Plan,86_8620_Town of Cary Sports Facility Master Plan
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,RESERVED FOR FUTURE PROJECTS,88_8810_RESERVED FOR FUTURE PROJECTS
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,Transfer to Affordable Housing,88_8810_Transfer to Affordable Housing
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,Transfer to Debt Service Fund,88_8810_Transfer to Debt Service Fund
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,Transfer to Fire CIP,88_8810_Transfer to Fire CIP
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,Transfer to General Fund,88_8810_Transfer to General Fund
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,Transfer to Major Facilities CIP,88_8810_Transfer to Major Facilities CIP
88,Program Wide Projects,8810,440 Co Construction - General - Revenue,Transfer to Wake Tech Capital Fund,88_8810_Transfer to Wake Tech Capital Fund
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Conv Center - Reconstruct Site 3,97_9010_Conv Center - Reconstruct Site 3
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Conv Center - Reconstruction Site 2,97_9010_Conv Center - Reconstruction Site 2
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Convenience Center - Site 10 Paving,97_9010_Convenience Center - Site 10 Paving
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Convenience Center - Site 11,97_9010_Convenience Center - Site 11
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Convenience Center Compaction,97_9010_Convenience Center Compaction
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Convenience Center Uncommitted,97_9010_Convenience Center Uncommitted
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,General Convenience Centers Projects,97_9010_General Convenience Centers Projects
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,North MMRF Expansion & HHW Improvements (9826),97_9010_North MMRF Expansion & HHW Improvements (9826)
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,Oyster Shell Holding Area,97_9010_Oyster Shell Holding Area
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,South MMRF Expansion & HHW Improvements,97_9010_South MMRF Expansion & HHW Improvements
97,Solid Waste Enterprise Capital Projects,9010,Convenience Centers,SWLF Multi-material Recycling Center,97_9010_SWLF Multi-material Recycling Center
97,Solid Waste Enterprise Capital Projects,9030,North Wake Landfill,NW Landfill Gas Systems,97_9030_NW Landfill Gas Systems
97,Solid Waste Enterprise Capital Projects,9030,North Wake Landfill,NW Subtitle D Landfill Closure,97_9030_NW Subtitle D Landfill Closure
97,Solid Waste Enterprise Capital Projects,9030,North Wake Landfill,NWLF Master Plan - Phase 1,97_9030_NWLF Master Plan - Phase 1
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,EWTS Wall & Floor Repairs,97_9050_EWTS Wall & Floor Repairs
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,General South Wake Landfill Projects,97_9050_General South Wake Landfill Projects
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,Long term Solid Waste Disposal Evaluation,97_9050_Long term Solid Waste Disposal Evaluation
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,SW Management Field Office & WI Office,97_9050_SW Management Field Office & WI Office
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,SWLF Closure - Phase 1,97_9050_SWLF Closure - Phase 1
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,SWLF Soil - Phase 1B,97_9050_SWLF Soil - Phase 1B
97,Solid Waste Enterprise Capital Projects,9050,South Wake Landfill,Waste Removal Near Scalehouse (9828),97_9050_Waste Removal Near Scalehouse (9828)
97,Solid Waste Enterprise Capital Projects,9080,Landfill Gas Systems,Landfill Gas System Projects,97_9080_Landfill Gas System Projects
97,Solid Waste Enterprise Capital Projects,9080,Landfill Gas Systems,NWLF Gas to Energy,97_9080_NWLF Gas to Energy
97,Solid Waste Enterprise Capital Projects,9090,East Wake Landfill,East Wake Landfill,97_9090_East Wake Landfill
97,Solid Waste Enterprise Capital Projects,9095,Solid Waste - Full Accrual,Solid Waste - Full Accrual,97_9095_Solid Waste - Full Accrual
